id	text	misogynous	aggressiveness
5657	Giuro, il prossimo che mi dice che "esistono diverse razze" (riferito agli esseri umani e non agli animali) prendo il libro di sociologia, che ho studiato, e glielo infilo in gola fino a farglielo cagare, perché ora avete davvero rotto il cazzo	0	0
5658	<MENTION_1> <MENTION_2> Guardate io gli concedo il lockdown,il caldo,le 10 gare in 1 mese, ci metto tutto ma loro ci devono mettere i coglioni!!Non ho citato a caso quei 4 che li avevano enormi.Alex Sandro che rientra a passeggio avrebbe preso schiaffi d	0	0
5659	<MENTION_1> ti scoperei per diverse ore .....	1	1
5660	Ma scusate, sto qua che sputa merda addosso a Carmen e ai suoi fan.MA CHI STRA CAVOLO È?Ma da dove esce sto mongolo qua?Senti caro, vola basso che in alto volano schiaffi.	0	0
5661	<MENTION_1> <MENTION_2> <MENTION_3> Penta cosa ? Ancora non ha capito un cazzo e mai ne capirà...i suoi due neuroni fanno molta fatica a carburare...piu mi offende più sarà meravigliosamente bello prenderla a schiaffi....quel faccione mi ispira tan	1	1
5662	<MENTION_1> Sta giocando contro. Ha un atteggiamento da schiaffi, non la passa più nemmeno al suo ex amichetto Dybala che da un po' di partite lo evita.	0	0
5663	A Quargnento sul luogo della strage: “Quando si passa lì davanti viene il groppo in gola”	0	0
5664	“lei è acida perchè non ha figli” e poi dite che questi sono programmi trash, questi sono programmi che riflettono davvero la realtà in cui viviamo, in cui una donna vale solo se è madre#TemptationIsland	0	0
5665	<MENTION_1> ADESSO TI DEVO SPACCARE IL CULO! SE VENGO IN AMERICA TI STUPRO IL CULO PUTTANA! TI ENTRO ANCHE I COGLIONI NEL CULO! E POI TI RIEMPIO DI SBORRA!!! TI FACCIO UN CLISTERE DI SBORRA! HAI CAPITO! TI FACCIO UN CLISTERE DI SBORRA DOPO CHE TI SPAC	1	1
5666	<MENTION_1> Non ti schizzerei sulle tette ma ti ficcherei tutto il cazzo in gola e te la farei bere fino all ultima goccia	1	1
5667	Bellissimo dettaglio	0	0
5668	<MENTION_1> Ti scoperei così appoggiata al mobile	1	1
5669	<MENTION_1> vedi, a forza di mangiare sei diventata una balena. spero ti venga il diabete e che ti debbano tagliare le gambe.	1	1
5670	Pomeriggio con voglia di un bel culo dà sfonna &#x1f445;	1	0
5671	se una donna decide di non avere figli non è perché è una stronza acida di merda ma perché semplicemente non vuole avere figli, non tutte le donne hanno voglia di diventare madri, essere donna non significa dover diventare madre ad ogni costo, basta #TemptationIsland	0	0
5672	<MENTION_1> <MENTION_2> meno male che erano tutti IV (sei sicura che si scriva senza l'H davanti?).Ci fosse stato qualche parlamentare del gruppo misto toccava pure darle della puttana. Ci è andata bene?Tu che hai visto la foto, ma qualcuno dei maschi era 	0	0
5673	<MENTION_1> Oggi ho scoperto che sono acida perchè non ho ancora figli	0	0
5674	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> Martina, non voglio fare la zia acida, ma per esperienza personale è sempre meglio non sottovalutare certe problematiche, tanto gli stronzi restano stronzi lo stesso, e bisogna che paghi, ma uno st	0	0
5675	#viteallimite tu invece si vero? Puoi mancare di rispetto e raccontare bugie e con quel sorriso da rincoglionita che tira schiaffi.......	1	0
5676	<MENTION_1> Dai dicci la cifra che vuoi per scoparti questo bel culo	1	1
5677	<MENTION_1> Che bel culo ma nuda completa mai?	1	0
5678	Che puttanona	1	0
5679	<MENTION_1> I schiaffi che si merita sta gente .E non si chiama amico.	0	0
5680	Johnny Depp & Eva Green in ''Dark Shadows'' (2012) dir. Tim BurtonAdoro la sua faccina da stronza acida.	1	0
5681	Se non conoscete la differenza tra una balena franca e una balena della Groenlandia, è il momento giusto per leggere "Un libro sulle balene" di Andrea Antinori.&#x1f40b; &#x25b6;︎	0	0
5682	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> Bravo.Non rispondere più.Anche perché non ti ho cercato io.Mi raccomando:fate entrare ancora un po' di merda di clandestini a scopo di lucro.Voi siete i buonisti.Noi i guerra fondai.Continuate,	0	0
5683	Preso a schiaffi da Pioli.Preso a schiaffi da Gasperini.Preso a schiaffi da dezerbi.Preso a schiaffi da Gotti.Senza dimenticare Gattuso, Inzaghi,juric.	0	0
5684	<MENTION_1> <MENTION_2> Ci vuole coraggio per andare con sta balena	1	0
5685	<MENTION_1> Ma invece chiudi la bocca imbecille	0	0
5686	<MENTION_1> Statti zitta troia	1	1
5687	<MENTION_1> Una gran pompinara di sicuro, in barca a fare la gang bang !!!!	1	0
5688	VI PRENDO A SCHIAFFI USCITECI IL VIDEO	0	0
5689	LA PIGLIO A SCHIAFFI	1	0
5690	Dici che tu fai certe cose solo col BombayMa se diventi una puttana è perché un po' lo sei	1	0
5691	Mamma mia Antonella ti prego cambiagli i connotati a suon di schiaffi &#x1f64f;&#x1f64f; #TemptationIsland	0	0
5692	Cosa sappiamo dei carabinieri arrestati a Piacenza via <MENTION_1> PERCHÉ TANTA PUBBLICITÀ PER DEI PEZZI DI MERDA&#x2753;ANDREBBERO IMPICCATI IN PIAZZA	0	0
5693	<MENTION_1> La futuristica potenza di un bel calcio in culo.	0	0
5694	Quel porco maiale ci sta trasmettendo la sua mediocrità. Il suo essere perdente. Se gli dessimo un altra stagione, ci riporterebbe ai tempi dei settimi posti.Esoneratelo prima della Sampdoria, non merita neppure di vincere questo. Figlio di una lurida puttana#FinoAllaFine	0	0
5695	Insiste, ville il mio none e cognome. Perché? Ce lo spieghi?	0	0
5696	Comunque per fare carriera non ci vuole solo un bel culo.Co vuole anche uno che ve lo schiaffeggi.	1	0
5697	Bravo prenditi a schiaffi da solo amo	0	0
5698	<MENTION_1> Ti scoperei tutta figona	1	1
5699	&#x25b6;️ <MENTION_1> le piace assai il cazzo nero e per sua fortuna <MENTION_2> ha pronti <MENTION_3> <MENTION_4> per lei. Questa bellissima troia non vede l'ora di farsi rompere il suo bel CULO con #doubleanal.. e mostrare a noi uno stupendo GAPE! #GIO1307 #moregapesin2020	1	1
5700	<MENTION_1> Sei una bella tettona	1	0
5701	<MENTION_1> Non apro mai i tuoi post: mi infastidisce la tua voce ma ...il mio sguardo si è posato sulla parola criminali .Come caxxo ti permetti? Sei veggente ? Sai già a quale categoria di persone appartengono questi poveri disperati?Mi fai orrore	0	0
5702	Io e il kebabbaro siamo migliori amici orami dhsja mangio solo li	0	0
5703	fav e mi riempite di schiaffi	0	0
5704	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> Ecco l’ennesimo coglione ignorante. Una lurida testa di cazzo che crede al “gomblotto”. Il virus è un’invenzione, vero inutile idiota, pezzo di merda? Non rispondere, non mi trattengo ol	0	0
5705	distrutto tutto. Per poi comprare a prezzi da svendita.L'Italia faceva gola. Dovremo toccare il fondo prima di risalire.Ma la pulizia del deep state italiano, che ha tradito la nostra COSTITUZIONE e il nostro POPOLO, è in arrivo.	0	0
5706	<MENTION_1> Che bel culo	1	0
5707	<MENTION_1> * chiudi la bocca puttana	1	1
5708	<MENTION_1> Che se l'è cercata si può dire o le femministe potrebbero ribattere che è un diritto delle donne ospitare in casa marocchini CLANDESTINI ventitreenni?	1	0
5709	<MENTION_1> Schiaffi ci vogliono.....ma forti.... nelle gengive	0	0
5710	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> If you don't understand, translate this: Se tu venissi nel mio "buco di culo di paese" prenderesti tanti di quegli schiaffi che te ne torneresti dai tuoi padroni demokkkra	0	0
5711	Io trovo terrificante questa retorica dei figli, se non li hai non puoi capire, se non li hai sei acida, se non li hai sei meno di chi li ha, terrificante e gravissima #TemptationIsland	0	0
5712	Eleanor via IG Stories (non cominciate ad insultarla) perché parto a schiaffi in faccia #10YearsOfOneDiretion	0	0
5713	<MENTION_1> Da scopartela con violenza...puttanone...&#x1f4a6;&#x1f4a6;&#x1f4a6;	1	1
5714	<MENTION_1> dai che sei sfatta lurida cagna	1	1
5715	<MENTION_1> sei una porca	1	0
5716	<MENTION_1> Bel buco di culo! &#x1f60d;&#x1f60d;	1	0
5717	Che zoccoletta sei...	1	0
5718	<MENTION_1> Dicono che alle donne che le hanno grandi se non lo portano le tette col tempo le arriveranno all'ombellico. &#x1f42e;	0	0
5719	<MENTION_1> <MENTION_2> Mado’ ho il cuore in gola solo a vedere il filmato	0	0
5720	Biondina porca succhia cazzi in un wc pubblico	1	1
5721	<MENTION_1> Piccole o grandi sempre tette sono	0	0
5722	<MENTION_1> Ti scoperei tutta	1	1
5723	<MENTION_1> uuuh sai che io non mi ricordo? so solo che ero fissata con il video di kiss you alt. version, l’ho visto centinaia di volte e ridevo come una psicopatica ogni volta	0	0
5724	<MENTION_1> A parte la culona, però the Body... BEH, BEH.	1	0
5725	<MENTION_1> che qualcuno le infili un palo in gola vi prego	1	1
5726	mi stai sul cazzo ma quanto ti scoperei	1	0
5727	Glielo si legge negli occhi che sta recitando... È psicopatica #viteallimite	1	0
5728	pazza psicopatica	1	0
5729	<MENTION_1> Ti sfonderei il culo	1	1
5730	<MENTION_1> <MENTION_2> complimenti che culona	1	0
5731	<MENTION_1> Aspetto le stragi islamiche e quelle dei covidisti della baldracca lamorgese. Merda	1	0
5732	<MENTION_1> Buonanotte bella tettona &#x1f60d;&#x1f48b;&#x1f48b;	1	0
5733	Sbattere gli schiaffi locali	0	0
5734	PER NON PARLARE quando anni fa erano le tre ero sola, un camion si fermò avevo gonna e top, avevo le tette più grandi e ahimè sì vedevano e due signori ma suo 40 in sù si fermano e mi fanno "senti il mio amico dice che sei proprio carina come ti chiami?" Non per dire che SONO -	0	0
5735	COSA... IO NON...MI STO ZITTA PORCA PUTTANA	0	0
5736	<MENTION_1> <MENTION_2> Sì, perché ci hai il culo che gli altri s'ammazzano tra loro. Ma io non so se siamo in grado di vincerne una su tre. Tieni conto che se non vinci domenica poi vai a cagliari e hai l'acqua alla gola.	0	0
5737	<MENTION_1> Queste persone non sanno cosa sia il rispetto.Hanno una vita misera e monotona e per sentirsi“fieri”e“migliori”se la prendono con gli altri sperando di salire di un gradino facendo scendere qualcun altro.Meritano un bel calcio in culo e sappi c	0	0
5738	<MENTION_1> Che bocce tesoro	1	0
5739	ed invece sei sempre qui a fare la vittima del cazzo e a cercare di far sentire in colpa le persone ma ti disattivi porca troia	0	0
5740	<MENTION_1> Mi piace il tuo gran bel culo	1	0
5741	Si prende per culo chi voleva dzeko e vidal ma ci si sega su de paul, tutto apposto nella rabbinia nerazzurra	0	0
5742	<MENTION_1> una lurida kermesse di depravati	0	0
5743	Acida perche non ha figli, come fa a non capire dopo aver perso i genitori: Pietro ciao è stato brutto torna nel dimenticatoio thanks #TemptationIsland	0	0
5744	Il sito è qualcosa di magico ed è stato un mix di emozioni vederlo e viverlo perché adesso sono felice ma anche triste, ho il magone in gola ma ho anche un sorriso, il mio cuore non credo che regga	0	0
5745	<MENTION_1> Che splendida lurida troia	1	0
5746	Schiaffi e pugni all'ex fidanzata nel bar in cui lavora: denunciato 20enne 	0	0
5747	<MENTION_1> Io posso andare avanti tutta la notte ad insultare uagi perché c'è l'ho in gola.	0	0
5748	#TemptationIslandVorrei picchiare così forte Pietro quando associa il fatto che Antonella è acida con il fatto che non ha figli	0	0
5749	<MENTION_1> Tutti bravi con il culo degli altri. Se magari ci fosse la carta igienica nei bagni di tutta Italia sarebbe già un bel risultato	0	0
5750	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> Cagati in mano e prenditi a schiaffi, tu e gli amici tuoi partigiani montagnoli...	0	0
5751	Le donne come menon sanno parlare;la parola le rimane di traverso in golacome una liscache preferiscono inghiottire.Le donne come mesanno soltanto piangerea lacrime restieche improvvisamenterompono e sgorganocome una vena tagliata.Maram al-Masri#DonneInArte Hopper	0	0
5752	QUI VOLANO SCHIAFFI ME LO SENTO #TemptationIsland	0	0
5753	#viteallimite più che una sardina io avrei detto squalo balena, ma il concetto è quello	0	0
5754	Bel culo &#x1f4a6;&#x1f4a6;&#x1f4a6;&#x1f4a6;&#x1f4a6; da riempire	1	1
5755	<MENTION_1> <MENTION_2> E quando s'è preso a schiaffi perché non riusciva a tornare serio? Momenti epici! &#x1f606;	0	0
5756	Sono consapevole che esistono molestie peggiori, volevo solo raccontare la mia esperienza perché tutto parte da questo, qualsiasi molestia, qualsiasi stupro. Dal desiderio di uomo di possederti seppur verbalmente. Dal fatto che per molti avere una vagina ti renda solo un oggetto	0	0
5757	“Meglio con interruzioni” Sanem Aydin sei una psicopatica...#DayDreamer	1	0
5758	<MENTION_1> Uno che insiste con Ramsey e Bernardeschi, l'applauso al primo che gli dà un bel calcio in culo.	0	0
5759	Bella nalgona #culona	1	0
5760	Io mi farei volentieri colpire dalle mozzarelle di una tettona	1	0
5761	<MENTION_1> Che fica liscia depilata e che capezzolo da appenderci un cappotto!!!! Quanto sei troia....	1	1
5762	Mi fate schifo quando strumentalizzate ste cose. Hai usato una tattica per farti ascoltare a dir poco schifosa e ne ho incontrati un paio di tipi simili e ti dico da "avente problemi seri" che alla fine sono divetata acida con ste persone perché non sono una cazzo di terapeuta	0	0
5763	<MENTION_1> Certo che sei una gran bella vacca da riempire di sperma e io ne ho tanta da dare bella troia &#x1f60b;&#x1f60b;	1	1
5764	volevo dirvi che sono ancora incazzata perché su minecraft ho perso la mappa morendo perché sono saltata da un albero per uccidere una mucca prendetemi a schiaffi	0	0
5765	ma pensate se io dal nulla in dm cominciassi a mandarvi foto della fagiana scrivendo “uuups mi è scappata &#x1f633;&#x1f633;&#x1f633;” oppure dire che non riesco a dormire per quanto sono grandi le mie tette, io davvero sto in orbita, mi fate impazzire con la vostra stupidità	0	0
5766	<MENTION_1> Vedi i tuoi discepoli? Un branco di pedofili che andrebbero impiccati. Orgoglioso di essere un ghibellino dalla nascita.Hai distrutto il cattolicesimo e la chiesa, importa le scimmie dall'africa e portatele nel tuo vaticano che crollasse con 	0	0
5767	<MENTION_1> Puttanona pompinara&#x1f605;&#x1f605;&#x1f605;	1	1
5768	Capo Supremo: “ti chiamo tra 10 min con numero sconosciuto”.Urla demoniache &#x2714;️.Mani zombie sulle spalle&#x2714;️Scritte di sangue &#x2714;️.Nodo in gola&#x2714;️.Occhi sgranati &#x2714;️.Ci sono!	0	0
5769	Lancio nuovo contest: "Uno vs Uno" schiaffi e pugni fino a scorreggiare dall'ansia" fatevi sotto..Solo per sfogo sia chiaro, tipo "Fight Club"	0	0
5770	<MENTION_1> Mmmm che bel culo sodo e libidinoso mmmm tutto da sfondare	1	1
5771	<MENTION_1> <MENTION_2> <MENTION_3> non apro whatsapp no te lo scordi ti sto bloccando	0	0
5772	Stasera non sono acida nono	0	0
5773	<MENTION_1> Bellissimo fondoschiena bel culo mmmm da leccarti	1	0
5774	Riflettevo: ma vi rendete conto che da quasi sei mesi girano ancora in TV gli IBAN per le "donazioni" a favore del covid e ancora le pecore dormienti fanno la loro piccola donazione. Ma non vi prendete a schiaffi da soli? No? Lo farete presto.	0	0
5775	<MENTION_1> Ti scopo io come si deve	1	1
5776	Lyd non è acida, le persone acide sono altre fidatevi	0	0
5777	Inoltre mi ricordo come sto molestatore ha risposto a una mutual una cosa simile a "nessuno mi crede boh ho ho, mi impicco" e conoscendo la manipolazione probabilmente avrei risposto impiccati o curati	0	0
5778	<MENTION_1> .....hai decisamente un bel culo....o fondo schiena	1	0
5779	<MENTION_1> Bella culona maialona che morbidezze devi avere li mmmmm	1	0
5780	sei la mia maga	0	0
5781	Ha i suoi pro e i suoi contro dai hahaha	0	0
5782	<MENTION_1> <MENTION_2> Da uno che appena possibile uscirà dalla sua lurida tana per squittire idiozie non prendo alcun tipo di ordine.	0	0
5783	<MENTION_1> A me piacerebbe frustare quel bel culo che hai, per poi scoparlo e venirci dentro &#x1f609;	1	1
5784	Immagina che psicopatica devi aver abbordato se ogni cinque minuti le devi chiedere se continuare il rapporto	1	0
5785	<MENTION_1> impiccati	1	1
5786	<MENTION_1> HaiUn Bel Culo	1	0
5787	Ho un "mi manchi" poggiato lì ..su quel nodo in gola	0	0
5788	MA PORCA TROIA MA POSSIAMO FINIRLA CON STO DISCORSO DEL CAZZO CHE SE TI SPOSI E CREI UNA FAMIGLIA ALLORA SEI DI CONSEGUENZA UNA PERSONA REALIZZATA#circozzi	0	0
5789	<MENTION_1> ma in che senso se usi i tampax sei una puttana lol	1	0
5790	vi prenderei a schiaffi una ad una	1	0
5791	<MENTION_1> <MENTION_2> Meno male Marjola che la tua voce è arrivata fino in Francia perché qua sono sordi o fanno finta Sono un po acida oggi	0	0
5792	Cagna antifascista non italiana, "pasto per I porci" e altro perché ho detto che parte della mia famiglia è Slovena, e per me è una gioia, e perché ho detto che le foibe nella versione neofascista sono un'invenzione per seminare oggi odio sul fronte orientale.<MENTION_1>	0	0
5793	<MENTION_1> <MENTION_2> Io ho le tette grandi ma dormo sempre a pancia in giù &#x270c;&#x270c;&#x270c;&#x270c;	0	0
5794	AGROPOLI,NIENTE FESTA PER LA MADONNA DI COSTANTINOPOLI,CITTA’ CON IL GROPPO IN GOLA/VIDEO	0	0
5795	<MENTION_1> Pensi che non avremmo preso schiaffi con Allegri ? Perché dai per certo che quest anno avrebbe centrato il primo posto visto come giocavamo le ultime partite e senza dybala aggiungerei	0	0
5796	avete mai pensato al voler fare un’incidente però neanche troppo grave solo per vedere la reazione di quelli attorno a voi? o sono io psicopatica? &#x1f441;&#x1f444;&#x1f441;	0	0
5797	Un momento preciso in cui prenderei a schiaffi in faccia quelli di #FastnLoud è quando si prendono gioco della Bianchina."Stronzi! All'epoca facevate auto poco più potenti e che si guidavano come dei motoscafi" <MENTION_1>	0	0
5798	ho sbroccato ad un’amica di mia mamma perché mi ha dato della balena e lei ha iniziato a dire che scherzava, che ce l’aveva anche con la figlia, che mia madre ha franiteso e bla bla bla	0	0
5799	<MENTION_1> Chi non sa conquistare le donne intelligenti e serie, poi cerca e trova il puttanone e ripassata.. E si crede virile ecc..	0	0
5800	<MENTION_1> Cosa cosa, cosa non dovrebbe, cosa!!?? Dai sentiamo, cosa dicono le genti? Michela ci dobbiamo armare di guanti in ghisa per tirare schiaffi?	0	0
5801	2 Solo per prendere a schiaffi Bonucci e Rugani	0	0
5802	<MENTION_1> Sei un vero escremento di una cagna in calore,	0	0
5803	Quando i colleghi della pattuglia si accorgono che è la villa dell’appuntato se ne vanno. Poi l’operatore cancella l’intervento e gira" l’audio della chiamata a Montella: "Voglio sentire la voce per capire se è la mia vicina. Per togliermi lo sfizio"."	0	0
5804	<MENTION_1> <MENTION_2> Ora ci manca il MES e poi siamo impiccati totalmente	0	0
5805	Eccola la psicopatica numero uno	1	0
5806	<MENTION_1> <MENTION_2> Maledetta ignorante,lurida	1	0
5807	Prendetevi a schiaffi di ritorno da Udine, <MENTION_1>	0	0
5808	<MENTION_1> Ma quando mi fai arrapare &#x1f60d;&#x1f60d;&#x1f60d;	1	0
5809	Torture agli stranieri in lacrime.Nemmeno in un horror è possibile vedere assurde scene del genere.Necessaria ed urgente una forte revisione dei criteri di selezione. Non è possibile continuare così &#x1f621;#Carabinieri #Piacenza	0	0
5810	<MENTION_1> Ma statte zitta che schiereresti le navi davanti la Libia e chi vuol scappare dall'inferno lo prenderesti a cannonate , sporca lurida ipocrita	1	1
5811	Onore a chi ha denunciato.Diversamente, prendere a schiaffi i Piacentini che stanno scrivendo - non era un segreto - dato che al posto di scendere in strada con i cartelloni e contattare i Giornali, trovano il coraggio di scrivere solo adesso, su Twitter.#Carabinieri	0	0
5812	<MENTION_1> Sei una cagna in calore gioia.....mmmmmmmm	1	0
5813	PERCHÉ NN RIUSCITE AD AMARE QUESTE CREATURE?Cosa hanno di diverso dai vostri PET?Cosa c'è in loro ke vi induce a nn considerarli?Guardate il sangue uscire dalla fronte perforata dal chiodo,ma lui nn é morto,xké quando gli taglieranno la gola il CUORE dovrà pompare fuori il SANGUE	0	0
5814	Voglio questo vestito ma essendo bassa e tettona temo quelle spallone mi starebbero malissimo, perché non sono piatta e alta almeno 1.80? Chiedo	0	0
5815	<MENTION_1> mi sento un groppo in gola assurdo, ti sono vicina&#x2764;️	0	0
5816	<MENTION_1> <MENTION_2> "Cagna" e "lurida" sono aggettivi che ascolti abitualmente e quindi, nel.tuo linguaggio misero e limitato, sei costretto a ripeterli pari pari. Mi fai un po' pena. Ma solo un po'.	0	0
5817	Mi sono svegliata alle 6, di soprassalto, col cuore in gola, sentendo una sveglia che non c’era.	0	0
5818	“LeI è aCiDa pErcHé nOn hA fiGLi !1!2!1” ma dove cazzo siamo finiti ?? #TemptationIsland	0	0
5819	ma in tutto ciò lo scopo di anna qual è? far soffrire il mio protetto? IO TI AMMAZZO COI LANCIAFIAMME OH #TemptationIsland	1	1
5820	Io che di tutto il video con immagini viste e riviste noto solo questo: il suo bel culo #10YearsOfOneDirection	0	0
5821	Klaus tutto tranquillo perché pensa di andare da Davina a chiedere aiuto, non sapendo che quell psicopatica di Ava l’ha rapita per incanalare il suo potere #theoriginals	1	0
5822	“Antonella è acida perché non ha avuto figli” teorie lombrosiane by Pietro Delle Piane #TemptationIsland	0	0
5823	#MaltaL'uomo che ha confessato un ruolo da intermediario nell'omicidio di #DaphneCaruanaGalizia doveva deporre oggi in tribunale per inchiodare i mandanti.É stato trovato in una pozza di sangue, colpito da numerose coltellate alla gola e al torso	0	0
5824	Ovunque ovunque ricette facili facili! Tutte a base di farina, uova, chili di mozzarella e affettati...Che se, per una settimana fai ogni giorno quello che ti viene proposto, a fine mese spiaggi come balena ambulante!&#x1f602;&#x1f602;&#x1f602;	0	0
5825	<MENTION_1> L'edy Etruria con quella bocca puoi fare pompini eccezionali o ti vanno i zozzi Negri baldracca	1	0
5826	tutti ad osannare le tette grandi poi dopo la terza ci fosse un reggiseno decente che non ti faccia sembrare nonna villelma	0	0
5827	-le persone fanno schifo. in pratica una donna (che non deve essere chiamata nemmeno cosi) ha detto a mia madre: "divento una balena come te se no". mia mamma è restata incredula in quel momento, ed anche io. ho sperato avessi capito male.-#tiziaparty	0	0
5828	<MENTION_1> <MENTION_2> <MENTION_3> Sei una donna e non ti rispondo, fossi uomo e ti avessi avuto qui vicino ti saccagnavo di schiaffi, trimone	1	1
5829	<MENTION_1> Occorre riempire quel bel buco del culo &#x1f60b;&#x1f60b;&#x1f60b;	1	0
5830	oggi ho scoperto che se sono acida è perchè - non scopo- non ho figli #TemptationIsland	0	0
5831	<MENTION_1> Magari iii &#x1f61c;, ti sborro in bocca con litri di sperma calda tanute nelle palle per 2 settimane	1	1
5832	PIETRO MA CHIUDI LA BOCCA &#x1f170;️&#x1f17e;️&#x1f17e;️&#x1f17e;️&#x1f17e;️ #TemptationIsland	0	0
5833	Raga vi giuro, adoro Lorenzo ma quando si tratta della sua relazione mi fa troppo incazzare. Okay che sei ricco, ma non per questo Manila deve lasciare da pare il lavoro porca di quella puttana #TemptationIsland	0	0
5834	<MENTION_1> Che bel culo da leccare	1	0
5835	<MENTION_1> Irresistibile puttanone...&#x1f4a6;&#x1f445;	1	0
5836	Perché non gli é andata ancora una spina in gola?#circozzi	0	0
5837	<MENTION_1> Si prenderanno anche due schiaffi ..	0	0
5838	ma sta cosa che la maggior parte dei locals non ricambiano il follow mi sta lí in gola #tiziaparty	0	0
5839	<MENTION_1> Via le palle del romeno e un bel calcio nel culo ai genitori ...	0	0
5840	Acida perché non ha figli ma come cazzo vi permettete??? #TemptationIsland	0	0
5841	sto vedendo adesso che ho messo la stessa foto due volte, prendetemi a schiaffi grazie	0	0
5842	ecco quanto vorrei prendere a schiaffi Pietro adesso #TemptationIsland	0	0
5843	<MENTION_1> finalmente ho l’occasione per dare due schiaffi a me stesso del passato	0	0
5844	Touma... davvero stai arrossendo... per la suora tettona... io capisco gli ormoni ma... dai...	1	0
5845	<MENTION_1> comunque quando ho letto che il regalo di Maya era un ciondolo a forma di balena, mi si è frantumato il cuore	0	0
5846	ho trovato una ragazza fidanzata su tinder.mando gli screen al suo ragazzo?(chiaramente non è lì per trovare amici visto che le prime foto del profilo sono le sue tette e il suo culo e ha scritto nella bio "sì, ho una quarta e un bel culo")	0	0
5847	Le forze dell'ordine devono diventare sorvegliate speciali in un Paese democratico. E invece non mi risulta che, da Genova a oggi, la politica abbia intrapreso alcuna iniziativa. Tutto è lasciato alla magistratura. È facile intuire il perché.	0	0
5848	<MENTION_1> Che gran pezzo di figa! Tu sei nata per stare a letto a scopare	1	0
5849	ho un blocco in gola mi mancano come l’aria riportatemeli indietro io ho bisogno di loro nella mi vita	0	0
5850	<MENTION_1> Ti sfonderei di sborra	1	1
5851	<MENTION_1> Bella culona muscolosa	1	0
5852	PIETRO TI PRENDO A SCHIAFFI IN TESTA #circozzi	0	0
5853	<MENTION_1> <MENTION_2> Il sospetto del Buzzurro?? Ma se lo metta nel culo il suo sospetto brutto schifoso che gli arrivi fino in gola. Lui ha il sospetto. Brutto schifoso ignorante. IN GALERA!!!	0	0
5854	<MENTION_1> Schifoso esempio di lurida arrampicatrice sociale, METICCIA, capace solo di allargare le gambe a un totale babbeo reale per partorire polizze vita #royalbaby e vivere da parassita. Volgare, SCIMMIESCA, subdola opportunista, vomitevole icona per l	1	1
5855	Bel Culo,magari anche sudato &#x1f60d;&#x1f60d;&#x1f60d;&#x1f60d;&#x1f60d;&#x1f60d;	1	0
5856	PEZZO DI FIGA COME MATERIALE SENSIBILE MA IO TI ESTINGUO	1	1
5857	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> <MENTION_6> <MENTION_7> <MENTION_8> La domanda è: essendo in così larga scala poi distribuito, non dovrebbe far lievitare alle stelle l’economia del mercato vaccini tanto da far g	0	0
5858	<MENTION_1> Ti apro in due	1	1
5859	L' inacidita sinistroide arrogante, appena si vota farà ben più di 15 giorni di ferie....ciao ciao acidella...acido...acida..	1	0
5860	<MENTION_1> <MENTION_2> Lo sto leggendo, piano piano, per paura che finisca. Ho deciso che appena finito ricomincio con “La forma dell’acqua”, che lessi quando uscì, tanti anni fa. E poi tutti gli altri. Questo pensiero mi permetterà di finire “Ric	0	0
5861	ciaone parm come ti chiami pan TORNA P KIM CATTIVISSIMO ARRABBIATISSIMO SIIII YESSS COSI LO VOGLIO gmm se mi tradisci ti brucio	1	0
5862	<MENTION_1> <MENTION_2> Non ha nessuna foto. Rt tweet simili al suo. Temo sia un profilo da psicopatica. Ma ha raggiunto il suo scopo e non capisco come c’è riuscita	1	0
5863	<MENTION_1> <MENTION_2> Pezzo di figa.... Mmmmh	1	0
5864	e ho le lacrime sul mio corpoho le lacrime sul mio corpo sento la pelle bruciare e ti perdo ancora un po'chiudi la bocca cuci gli occhie dormi in eterno	0	0
5865	<MENTION_1> Mmmmm da me si sta bene e se vuoi ti scopo per giorni interi	1	0
5866	<MENTION_1> <MENTION_2> Ma scusa ma allora perché agli altri appaiono le schermate con le foto dei ragazzi e a me quella lurida scritta?	0	0
5867	<MENTION_1> Un puttanone da sborrare...	1	1
5868	<MENTION_1> <MENTION_2> Mmmm che bella pompinara complimenti sei super &#x1f60d;&#x1f445;&#x1f4a6;&#x1f4a6;	1	0
5869	<MENTION_1> Pure io di vederti per sfondare quel tuo bel culo	1	1
5870	<MENTION_1> Sei una puttana di merda,prendersela coi bambini dimostra la tua pochezza mentale,non ti auguro di morire ma di alzarti la mattina e non sapere se mangerai fino a sera,schifosa di merda sei veramente una nullità,che esistenza di merda devi a	1	1
5871	209 miliardi di Euro da spendere in Italia per l'Italia.Una cifra enorme,che fa gola a tutti.E niente,presto in parlamento vedremo i passamontagna al posto delle mascherine!! #lockdown #Carabinieri #Paragone	0	0
5872	<MENTION_1> <MENTION_2> <MENTION_3> Neanche ti vorgogni di fare la sottomessa, minchia, dai divertiti con una vita tua	1	0
